"tournament_id","round","home","away","winner","loser"
2221,"Round_of_16","Samuel Flores","Robin Wright","Samuel Flores","Robin Wright"
2221,"Round_of_16","Marco Richter","Luis Perez","Luis Perez","Marco Richter"
2221,"Round_of_16","Juma Sow","Julian Andersen","Julian Andersen","Juma Sow"
2221,"Round_of_16","Jackson Davis","Mia Schneider","Jackson Davis","Mia Schneider"
2221,"Round_of_16","Tariq Ebo","Mateo Diaz","Tariq Ebo","Mateo Diaz"
2221,"Round_of_16","Sofia Kovac","Kazuki Tanaka","Kazuki Tanaka","Sofia Kovac"
2221,"Round_of_16","Noah Fischer","Youssef Camara","Youssef Camara","Noah Fischer"
2221,"Quarterfinal","Kai Chen","Samuel Flores","Kai Chen","Samuel Flores"
2221,"Quarterfinal","Luis Perez","Julian Andersen","Luis Perez","Julian Andersen"
2221,"Quarterfinal","Jackson Davis","Tariq Ebo","Jackson Davis","Tariq Ebo"
2221,"Quarterfinal","Youssef Camara","Kazuki Tanaka","Kazuki Tanaka","Youssef Camara"
2221,"Semifinal","Kai Chen","Luis Perez","Kai Chen","Luis Perez"
2221,"Semifinal","Jackson Davis","Kazuki Tanaka","Jackson Davis","Kazuki Tanaka"
2221,"Final","Kai Chen","Jackson Davis","Kai Chen","Jackson Davis"
2222,"Round_of_16","Kai Chen","Kwame Mensah","Kai Chen","Kwame Mensah"
2222,"Round_of_16","Tariq Ebo","Robin Wright","Robin Wright","Tariq Ebo"
2222,"Round_of_16","Max Williams","Jackson Davis","Max Williams","Jackson Davis"
2222,"Round_of_16","Aiden Nguyen","Caleb Dickson","Aiden Nguyen","Caleb Dickson"
2222,"Round_of_16","Luis Perez","Jin Nakamura","Luis Perez","Jin Nakamura"
2222,"Round_of_16","Noah Fischer","Li Wei","Li Wei","Noah Fischer"
2222,"Round_of_16","Juma Sow","Miguel Sansiro","Juma Sow","Miguel Sansiro"
2222,"Round_of_16","Sofia Kovac","Samuel Flores","Sofia Kovac","Samuel Flores"
2222,"Quarterfinal","Kai Chen","Robin Wright","Kai Chen","Robin Wright"
2222,"Quarterfinal","Max Williams","Aiden Nguyen","Aiden Nguyen","Max Williams"
2222,"Quarterfinal","Luis Perez","Li Wei","Luis Perez","Li Wei"
2222,"Quarterfinal","Juma Sow","Sofia Kovac","Sofia Kovac","Juma Sow"
2222,"Semifinal","Kai Chen","Aiden Nguyen","Aiden Nguyen","Kai Chen"
2222,"Semifinal","Luis Perez","Sofia Kovac","Luis Perez","Sofia Kovac"
2222,"Final","Aiden Nguyen","Luis Perez","Aiden Nguyen","Luis Perez"
2223,"Round_of_16","Kai Chen","Juma Sow","Kai Chen","Juma Sow"
2223,"Round_of_16","Kwame Mensah","Jin Nakamura","Kwame Mensah","Jin Nakamura"
2223,"Round_of_16","Aiden Nguyen","Rafael Castillo","Aiden Nguyen","Rafael Castillo"
2223,"Round_of_16","Tariq Ebo","Noah Fischer","Tariq Ebo","Noah Fischer"
2223,"Round_of_16","Luis Perez","Max Williams","Luis Perez","Max Williams"
2223,"Round_of_16","Caleb Dickson","Samuel Flores","Samuel Flores","Caleb Dickson"
2223,"Round_of_16","Miguel Sansiro","Jackson Davis","Miguel Sansiro","Jackson Davis"
2223,"Round_of_16","Li Wei","Sofia Kovac","Li Wei","Sofia Kovac"
2223,"Quarterfinal","Kai Chen","Kwame Mensah","Kwame Mensah","Kai Chen"
2223,"Quarterfinal","Aiden Nguyen","Tariq Ebo","Tariq Ebo","Aiden Nguyen"
2223,"Quarterfinal","Luis Perez","Samuel Flores","Samuel Flores","Luis Perez"
2223,"Quarterfinal","Miguel Sansiro","Li Wei","Miguel Sansiro","Li Wei"
2223,"Semifinal","Kwame Mensah","Tariq Ebo","Tariq Ebo","Kwame Mensah"
2223,"Semifinal","Samuel Flores","Miguel Sansiro","Miguel Sansiro","Samuel Flores"
2223,"Final","Tariq Ebo","Miguel Sansiro","Tariq Ebo","Miguel Sansiro"
2224,"Round_of_16","Tariq Ebo","Rafael Castillo","Rafael Castillo","Tariq Ebo"
2224,"Round_of_16","Max Williams","Jin Nakamura","Jin Nakamura","Max Williams"
2224,"Round_of_16","Noah Fischer","Juma Sow","Noah Fischer","Juma Sow"
2224,"Round_of_16","Aiden Nguyen","Li Wei","Aiden Nguyen","Li Wei"
2224,"Round_of_16","Kai Chen","Samuel Flores","Kai Chen","Samuel Flores"
2224,"Round_of_16","Luis Perez","Kwame Mensah","Luis Perez","Kwame Mensah"
2224,"Round_of_16","Caleb Dickson","Jackson Davis","Jackson Davis","Caleb Dickson"
2224,"Round_of_16","Miguel Sansiro","Sofia Kovac","Miguel Sansiro","Sofia Kovac"
2224,"Quarterfinal","Rafael Castillo","Jin Nakamura","Rafael Castillo","Jin Nakamura"
2224,"Quarterfinal","Noah Fischer","Aiden Nguyen","Aiden Nguyen","Noah Fischer"
2224,"Quarterfinal","Kai Chen","Luis Perez","Kai Chen","Luis Perez"
2224,"Quarterfinal","Jackson Davis","Miguel Sansiro","Jackson Davis","Miguel Sansiro"
2224,"Semifinal","Rafael Castillo","Aiden Nguyen","Aiden Nguyen","Rafael Castillo"
2224,"Semifinal","Kai Chen","Jackson Davis","Kai Chen","Jackson Davis"
2224,"Final","Aiden Nguyen","Kai Chen","Kai Chen","Aiden Nguyen"
2225,"Round_of_16","Kai Chen","Miguel Sansiro","Kai Chen","Miguel Sansiro"
2225,"Round_of_16","Noah Fischer","Max Williams","Noah Fischer","Max Williams"
2225,"Round_of_16","Caleb Dickson","Tariq Ebo","Caleb Dickson","Tariq Ebo"
2225,"Round_of_16","Aiden Nguyen","Samuel Flores","Aiden Nguyen","Samuel Flores"
2225,"Round_of_16","Luis Perez","Jin Nakamura","Luis Perez","Jin Nakamura"
2225,"Round_of_16","Rafael Castillo","Juma Sow","Rafael Castillo","Juma Sow"
2225,"Round_of_16","Jackson Davis","Li Wei","Li Wei","Jackson Davis"
2225,"Round_of_16","Kwame Mensah","Sofia Kovac","Kwame Mensah","Sofia Kovac"
2225,"Quarterfinal","Kai Chen","Noah Fischer","Kai Chen","Noah Fischer"
2225,"Quarterfinal","Caleb Dickson","Aiden Nguyen","Aiden Nguyen","Caleb Dickson"
2225,"Quarterfinal","Luis Perez","Rafael Castillo","Rafael Castillo","Luis Perez"
2225,"Quarterfinal","Li Wei","Kwame Mensah","Li Wei","Kwame Mensah"
2225,"Semifinal","Kai Chen","Aiden Nguyen","Kai Chen","Aiden Nguyen"
2225,"Semifinal","Rafael Castillo","Li Wei","Rafael Castillo","Li Wei"
2225,"Final","Kai Chen","Rafael Castillo","Kai Chen","Rafael Castillo"
2226,"Round_of_16","Caleb Dickson","Samuel Flores","Caleb Dickson","Samuel Flores"
2226,"Round_of_16","Jackson Davis","Kai Chen","Kai Chen","Jackson Davis"
2226,"Round_of_16","Jin Nakamura","Aiden Nguyen","Aiden Nguyen","Jin Nakamura"
2226,"Round_of_16","Juma Sow","Noah Fischer","Noah Fischer","Juma Sow"
2226,"Round_of_16","Tariq Ebo","Max Williams","Tariq Ebo","Max Williams"
2226,"Round_of_16","Li Wei","Sofia Kovac","Li Wei","Sofia Kovac"
2226,"Round_of_16","Luis Perez","Kwame Mensah","Luis Perez","Kwame Mensah"
2226,"Round_of_16","Miguel Sansiro","Rafael Castillo","Rafael Castillo","Miguel Sansiro"
2226,"Quarterfinal","Caleb Dickson","Kai Chen","Kai Chen","Caleb Dickson"
2226,"Quarterfinal","Aiden Nguyen","Noah Fischer","Aiden Nguyen","Noah Fischer"
2226,"Quarterfinal","Tariq Ebo","Li Wei","Li Wei","Tariq Ebo"
2226,"Quarterfinal","Luis Perez","Rafael Castillo","Rafael Castillo","Luis Perez"
2226,"Semifinal","Kai Chen","Aiden Nguyen","Kai Chen","Aiden Nguyen"
2226,"Semifinal","Li Wei","Rafael Castillo","Rafael Castillo","Li Wei"
2226,"Final","Kai Chen","Rafael Castillo","Rafael Castillo","Kai Chen"
2227,"Round_of_16","Tariq Ebo","Rafael Castillo","Rafael Castillo","Tariq Ebo"
2227,"Round_of_16","Noah Fischer","Li Wei","Noah Fischer","Li Wei"
2227,"Round_of_16","Caleb Dickson","Aiden Nguyen","Aiden Nguyen","Caleb Dickson"
2227,"Round_of_16","Kai Chen","Jackson Davis","Kai Chen","Jackson Davis"
2227,"Round_of_16","Samuel Flores","Jin Nakamura","Samuel Flores","Jin Nakamura"
2227,"Round_of_16","Max Williams","Kwame Mensah","Kwame Mensah","Max Williams"
2227,"Round_of_16","Luis Perez","Miguel Sansiro","Luis Perez","Miguel Sansiro"
2227,"Round_of_16","Juma Sow","Sofia Kovac","Juma Sow","Sofia Kovac"
2227,"Quarterfinal","Rafael Castillo","Noah Fischer","Rafael Castillo","Noah Fischer"
2227,"Quarterfinal","Aiden Nguyen","Kai Chen","Aiden Nguyen","Kai Chen"
2227,"Quarterfinal","Samuel Flores","Kwame Mensah","Kwame Mensah","Samuel Flores"
2227,"Quarterfinal","Luis Perez","Juma Sow","Luis Perez","Juma Sow"
2227,"Semifinal","Rafael Castillo","Aiden Nguyen","Rafael Castillo","Aiden Nguyen"
2227,"Semifinal","Kwame Mensah","Luis Perez","Kwame Mensah","Luis Perez"
2227,"Final","Rafael Castillo","Kwame Mensah","Rafael Castillo","Kwame Mensah"
2228,"Round_of_16","Tariq Ebo","Max Williams","Max Williams","Tariq Ebo"
2228,"Round_of_16","Noah Fischer","Jin Nakamura","Noah Fischer","Jin Nakamura"
2228,"Round_of_16","Kwame Mensah","Juma Sow","Kwame Mensah","Juma Sow"
2228,"Round_of_16","Samuel Flores","Caleb Dickson","Caleb Dickson","Samuel Flores"
2228,"Round_of_16","Kai Chen","Aiden Nguyen","Kai Chen","Aiden Nguyen"
2228,"Round_of_16","Jackson Davis","Rafael Castillo","Rafael Castillo","Jackson Davis"
2228,"Round_of_16","Luis Perez","Li Wei","Luis Perez","Li Wei"
2228,"Round_of_16","Miguel Sansiro","Sofia Kovac","Sofia Kovac","Miguel Sansiro"
2228,"Quarterfinal","Max Williams","Noah Fischer","Noah Fischer","Max Williams"
2228,"Quarterfinal","Kwame Mensah","Caleb Dickson","Kwame Mensah","Caleb Dickson"
2228,"Quarterfinal","Kai Chen","Rafael Castillo","Rafael Castillo","Kai Chen"
2228,"Quarterfinal","Luis Perez","Sofia Kovac","Luis Perez","Sofia Kovac"
2228,"Semifinal","Noah Fischer","Kwame Mensah","Kwame Mensah","Noah Fischer"
2228,"Semifinal","Rafael Castillo","Luis Perez","Rafael Castillo","Luis Perez"
2228,"Final","Kwame Mensah","Rafael Castillo","Kwame Mensah","Rafael Castillo"
2229,"Round_of_16","Tariq Ebo","Max Williams","Max Williams","Tariq Ebo"
2229,"Round_of_16","Noah Fischer","Jin Nakamura","Noah Fischer","Jin Nakamura"
2229,"Round_of_16","Kwame Mensah","Juma Sow","Kwame Mensah","Juma Sow"
2229,"Round_of_16","Samuel Flores","Caleb Dickson","Caleb Dickson","Samuel Flores"
2229,"Round_of_16","Kai Chen","Aiden Nguyen","Kai Chen","Aiden Nguyen"
2229,"Round_of_16","Jackson Davis","Rafael Castillo","Rafael Castillo","Jackson Davis"
2229,"Round_of_16","Luis Perez","Li Wei","Luis Perez","Li Wei"
2229,"Round_of_16","Miguel Sansiro","Sofia Kovac","Sofia Kovac","Miguel Sansiro"
2229,"Quarterfinal","Max Williams","Noah Fischer","Noah Fischer","Max Williams"
2229,"Quarterfinal","Kwame Mensah","Caleb Dickson","Kwame Mensah","Caleb Dickson"
2229,"Quarterfinal","Kai Chen","Rafael Castillo","Rafael Castillo","Kai Chen"
2229,"Quarterfinal","Luis Perez","Sofia Kovac","Luis Perez","Sofia Kovac"
2229,"Semifinal","Noah Fischer","Kwame Mensah","Kwame Mensah","Noah Fischer"
2229,"Semifinal","Rafael Castillo","Luis Perez","Rafael Castillo","Luis Perez"
2229,"Final","Kwame Mensah","Rafael Castillo","Kwame Mensah","Rafael Castillo"
2230,"Round_of_16","Kai Chen","Max Williams","Kai Chen","Max Williams"
2230,"Round_of_16","Tariq Ebo","Caleb Dickson","Tariq Ebo","Caleb Dickson"
2230,"Round_of_16","Aiden Nguyen","Rafael Castillo","Aiden Nguyen","Rafael Castillo"
2230,"Round_of_16","Jin Nakamura","Noah Fischer","Jin Nakamura","Noah Fischer"
2230,"Round_of_16","Luis Perez","Juma Sow","Luis Perez","Juma Sow"
2230,"Round_of_16","Miguel Sansiro","Li Wei","Miguel Sansiro","Li Wei"
2230,"Round_of_16","Jackson Davis","Sofia Kovac","Sofia Kovac","Jackson Davis"
2230,"Round_of_16","Kwame Mensah","Samuel Flores","Samuel Flores","Kwame Mensah"
2230,"Quarterfinal","Kai Chen","Tariq Ebo","Tariq Ebo","Kai Chen"
2230,"Quarterfinal","Aiden Nguyen","Jin Nakamura","Aiden Nguyen","Jin Nakamura"
2230,"Quarterfinal","Luis Perez","Li Wei","Luis Perez","Li Wei"
2230,"Quarterfinal","Sofia Kovac","Samuel Flores","Sofia Kovac","Samuel Flores"
2230,"Semifinal","Tariq Ebo","Aiden Nguyen","Tariq Ebo","Aiden Nguyen"
2230,"Semifinal","Luis Perez","Sofia Kovac","Luis Perez","Sofia Kovac"
2230,"Final","Tariq Ebo","Luis Perez","Luis Perez","Tariq Ebo"
2231,"Round_of_16","Kai Chen","Tariq Ebo","Tariq Ebo","Kai Chen"
2231,"Round_of_16","Aiden Nguyen","Li Wei","Aiden Nguyen","Li Wei"
2231,"Round_of_16","Max Williams","Rafael Castillo","Max Williams","Rafael Castillo"
2231,"Round_of_16","Noah Fischer","Caleb Dickson","Caleb Dickson","Noah Fischer"
2231,"Round_of_16","Luis Perez","Miguel Sansiro","Luis Perez","Miguel Sansiro"
2231,"Round_of_16","Juma Sow","Kwame Mensah","Juma Sow","Kwame Mensah"
2231,"Round_of_16","Jackson Davis","Sofia Kovac","Jackson Davis","Sofia Kovac"
2231,"Round_of_16","Jin Nakamura","Samuel Flores","Jin Nakamura","Samuel Flores"
2231,"Quarterfinal","Tariq Ebo","Aiden Nguyen","Aiden Nguyen","Tariq Ebo"
2231,"Quarterfinal","Max Williams","Caleb Dickson","Max Williams","Caleb Dickson"
2231,"Quarterfinal","Luis Perez","Juma Sow","Luis Perez","Juma Sow"
2231,"Quarterfinal","Jackson Davis","Jin Nakamura","Jackson Davis","Jin Nakamura"
2231,"Semifinal","Aiden Nguyen","Max Williams","Aiden Nguyen","Max Williams"
2231,"Semifinal","Luis Perez","Jackson Davis","Luis Perez","Jackson Davis"
2231,"Final","Aiden Nguyen","Luis Perez","Luis Perez","Aiden Nguyen"
2232,"Round_of_16","Kai Chen","Caleb Dickson","Caleb Dickson","Kai Chen"
2232,"Round_of_16","Aiden Nguyen","Samuel Flores","Aiden Nguyen","Samuel Flores"
2232,"Round_of_16","Max Williams","Rafael Castillo","Rafael Castillo","Max Williams"
2232,"Round_of_16","Noah Fischer","Juma Sow","Noah Fischer","Juma Sow"
2232,"Round_of_16","Luis Perez","Kwame Mensah","Luis Perez","Kwame Mensah"
2232,"Round_of_16","Tariq Ebo","Jin Nakamura","Tariq Ebo","Jin Nakamura"
2232,"Round_of_16","Jackson Davis","Li Wei","Jackson Davis","Li Wei"
2232,"Round_of_16","Miguel Sansiro","Sofia Kovac","Miguel Sansiro","Sofia Kovac"
2232,"Quarterfinal","Caleb Dickson","Aiden Nguyen","Aiden Nguyen","Caleb Dickson"
2232,"Quarterfinal","Rafael Castillo","Noah Fischer","Rafael Castillo","Noah Fischer"
2232,"Quarterfinal","Luis Perez","Tariq Ebo","Tariq Ebo","Luis Perez"
2232,"Quarterfinal","Jackson Davis","Miguel Sansiro","Jackson Davis","Miguel Sansiro"
2232,"Semifinal","Aiden Nguyen","Rafael Castillo","Aiden Nguyen","Rafael Castillo"
2232,"Semifinal","Tariq Ebo","Jackson Davis","Tariq Ebo","Jackson Davis"
2232,"Final","Aiden Nguyen","Tariq Ebo","Tariq Ebo","Aiden Nguyen"
2233,"Round_of_16","Kai Chen","Samuel Flores","Kai Chen","Samuel Flores"
2233,"Round_of_16","Aiden Nguyen","Jackson Davis","Aiden Nguyen","Jackson Davis"
2233,"Round_of_16","Max Williams","Rafael Castillo","Rafael Castillo","Max Williams"
2233,"Round_of_16","Noah Fischer","Li Wei","Noah Fischer","Li Wei"
2233,"Round_of_16","Luis Perez","Jin Nakamura","Luis Perez","Jin Nakamura"
2233,"Round_of_16","Tariq Ebo","Miguel Sansiro","Tariq Ebo","Miguel Sansiro"
2233,"Round_of_16","Juma Sow","Kwame Mensah","Juma Sow","Kwame Mensah"
2233,"Round_of_16","Caleb Dickson","Sofia Kovac","Sofia Kovac","Caleb Dickson"
2233,"Quarterfinal","Kai Chen","Aiden Nguyen","Aiden Nguyen","Kai Chen"
2233,"Quarterfinal","Rafael Castillo","Noah Fischer","Rafael Castillo","Noah Fischer"
2233,"Quarterfinal","Luis Perez","Tariq Ebo","Tariq Ebo","Luis Perez"
2233,"Quarterfinal","Juma Sow","Sofia Kovac","Sofia Kovac","Juma Sow"
2233,"Semifinal","Aiden Nguyen","Rafael Castillo","Rafael Castillo","Aiden Nguyen"
2233,"Semifinal","Tariq Ebo","Sofia Kovac","Tariq Ebo","Sofia Kovac"
2233,"Final","Rafael Castillo","Tariq Ebo","Tariq Ebo","Rafael Castillo"
2234,"Round_of_16","Kai Chen","Jackson Davis","Jackson Davis","Kai Chen"
2234,"Round_of_16","Aiden Nguyen","Marco Richter","Aiden Nguyen","Marco Richter"
2234,"Round_of_16","Luis Perez","Sofia Kovac","Luis Perez","Sofia Kovac"
2234,"Round_of_16","Julian Andersen","Robin Wright","Julian Andersen","Robin Wright"
2234,"Round_of_16","Valentina Torres","Mia Schneider","Valentina Torres","Mia Schneider"
2234,"Round_of_16","Juma Sow","Mateo Diaz","Juma Sow","Mateo Diaz"
2234,"Round_of_16","Noah Fischer","Kazuki Tanaka","Noah Fischer","Kazuki Tanaka"
2234,"Round_of_16","Jackson Davis","Samuel Flores","Samuel Flores","Jackson Davis"
2234,"Quarterfinal","Jackson Davis","Aiden Nguyen","Aiden Nguyen","Jackson Davis"
2234,"Quarterfinal","Luis Perez","Julian Andersen","Luis Perez","Julian Andersen"
2234,"Quarterfinal","Valentina Torres","Juma Sow","Juma Sow","Valentina Torres"
2234,"Quarterfinal","Noah Fischer","Samuel Flores","Samuel Flores","Noah Fischer"
2234,"Semifinal","Aiden Nguyen","Luis Perez","Aiden Nguyen","Luis Perez"
2234,"Semifinal","Juma Sow","Samuel Flores","Samuel Flores","Juma Sow"
2235,"Round_of_16","Kai Chen","Kazuki Tanaka","Kazuki Tanaka","Kai Chen"
2235,"Round_of_16","Luis Perez","Jackson Davis","Luis Perez","Jackson Davis"
2235,"Round_of_16","Miguel Sansiro","Mia Schneider","Miguel Sansiro","Mia Schneider"
2235,"Round_of_16","Julian Andersen","Marco Richter","Julian Andersen","Marco Richter"
2235,"Round_of_16","Valentina Torres","Robin Wright","Valentina Torres","Robin Wright"
2235,"Round_of_16","Juma Sow","Mateo Diaz","Mateo Diaz","Juma Sow"
2235,"Round_of_16","Noah Fischer","Finn Leopold","Noah Fischer","Finn Leopold"
2235,"Round_of_16","Jackson Davis","Youssef Camara","Jackson Davis","Youssef Camara"
2235,"Quarterfinal","Kazuki Tanaka","Luis Perez","Luis Perez","Kazuki Tanaka"
2235,"Quarterfinal","Miguel Sansiro","Julian Andersen","Miguel Sansiro","Julian Andersen"
2235,"Quarterfinal","Valentina Torres","Mateo Diaz","Mateo Diaz","Valentina Torres"
2235,"Quarterfinal","Noah Fischer","Jackson Davis","Noah Fischer","Jackson Davis"
2235,"Semifinal","Luis Perez","Miguel Sansiro","Miguel Sansiro","Luis Perez"
2235,"Semifinal","Mateo Diaz","Noah Fischer","Noah Fischer","Mateo Diaz"
2235,"Final","Miguel Sansiro","Noah Fischer","Miguel Sansiro","Noah Fischer"
2236,"Round_of_16","Noah Fischer","Marco Richter","Noah Fischer","Marco Richter"
2236,"Round_of_16","Valentina Torres","Kazuki Tanaka","Valentina Torres","Kazuki Tanaka"
2236,"Round_of_16","Jackson Davis","Kai Chen","Jackson Davis","Kai Chen"
2236,"Round_of_16","Luis Perez","Mateo Diaz","Mateo Diaz","Luis Perez"
2236,"Round_of_16","Julian Andersen","Mia Schneider","Julian Andersen","Mia Schneider"
2236,"Round_of_16","Juma Sow","Robin Wright","Robin Wright","Juma Sow"
2236,"Round_of_16","Miguel Sansiro","Finn Leopold","Miguel Sansiro","Finn Leopold"
2236,"Round_of_16","Youssef Camara","Sofia Kovac","Youssef Camara","Sofia Kovac"
2236,"Quarterfinal","Noah Fischer","Valentina Torres","Noah Fischer","Valentina Torres"
2236,"Quarterfinal","Jackson Davis","Mateo Diaz","Jackson Davis","Mateo Diaz"
2236,"Quarterfinal","Julian Andersen","Robin Wright","Julian Andersen","Robin Wright"
2236,"Quarterfinal","Miguel Sansiro","Youssef Camara","Miguel Sansiro","Youssef Camara"
2236,"Semifinal","Noah Fischer","Jackson Davis","Jackson Davis","Noah Fischer"
2236,"Semifinal","Julian Andersen","Miguel Sansiro","Miguel Sansiro","Julian Andersen"
2236,"Final","Jackson Davis","Miguel Sansiro","Miguel Sansiro","Jackson Davis"
2237,"Round_of_16","Jackson Davis","Mia Schneider","Jackson Davis","Mia Schneider"
2237,"Round_of_16","Kai Chen","Mateo Diaz","Kai Chen","Mateo Diaz"
2237,"Round_of_16","Julian Andersen","Luis Perez","Julian Andersen","Luis Perez"
2237,"Round_of_16","Valentina Torres","Marco Richter","Valentina Torres","Marco Richter"
2237,"Round_of_16","Robin Wright","Kazuki Tanaka","Kazuki Tanaka","Robin Wright"
2237,"Round_of_16","Miguel Sansiro","Youssef Camara","Youssef Camara","Miguel Sansiro"
2237,"Round_of_16","Noah Fischer","Sofia Kovac","Noah Fischer","Sofia Kovac"
2237,"Round_of_16","Juma Sow","Finn Leopold","Finn Leopold","Juma Sow"
2237,"Quarterfinal","Jackson Davis","Kai Chen","Kai Chen","Jackson Davis"
2237,"Quarterfinal","Julian Andersen","Valentina Torres","Valentina Torres","Julian Andersen"
2237,"Quarterfinal","Kazuki Tanaka","Youssef Camara","Youssef Camara","Kazuki Tanaka"
2237,"Quarterfinal","Noah Fischer","Finn Leopold","Noah Fischer","Finn Leopold"
2237,"Semifinal","Kai Chen","Valentina Torres","Kai Chen","Valentina Torres"
2237,"Semifinal","Youssef Camara","Noah Fischer","Youssef Camara","Noah Fischer"
2237,"Final","Kai Chen","Youssef Camara","Kai Chen","Youssef Camara"
2238,"Round_of_16","Jackson Davis","Robin Wright","Robin Wright","Jackson Davis"
2238,"Round_of_16","Julian Andersen","Mateo Diaz","Mateo Diaz","Julian Andersen"
2238,"Round_of_16","Aiden Tanaka","Valentina Torres","Aiden Tanaka","Valentina Torres"
2238,"Round_of_16","Juma Sow","Kazuki Tanaka","Kazuki Tanaka","Juma Sow"
2238,"Round_of_16","Youssef Camara","Marco Richter","Youssef Camara","Marco Richter"
2238,"Round_of_16","Noah Fischer","Finn Leopold","Noah Fischer","Finn Leopold"
2238,"Round_of_16","Luis Perez","Sofia Kovac","Luis Perez","Sofia Kovac"
2238,"Round_of_16","Miguel Sansiro","Mia Schneider","Miguel Sansiro","Mia Schneider"
2238,"Quarterfinal","Robin Wright","Mateo Diaz","Robin Wright","Mateo Diaz"
2238,"Quarterfinal","Aiden Tanaka","Kazuki Tanaka","Kazuki Tanaka","Aiden Tanaka"
2238,"Quarterfinal","Youssef Camara","Noah Fischer","Youssef Camara","Noah Fischer"
2238,"Quarterfinal","Luis Perez","Miguel Sansiro","Luis Perez","Miguel Sansiro"
2238,"Semifinal","Robin Wright","Kazuki Tanaka","Kazuki Tanaka","Robin Wright"
2238,"Semifinal","Youssef Camara","Luis Perez","Youssef Camara","Luis Perez"
2238,"Final","Kazuki Tanaka","Youssef Camara","Kazuki Tanaka","Youssef Camara"
2239,"Round_of_16","Aiden Tanaka","Jackson Davis","Jackson Davis","Aiden Tanaka"
2234,"Final","Aiden Nguyen","Samuel Flores","Aiden Nguyen","Samuel Flores"
2239,"Round_of_16","Valentina Torres","Robin Wright","Robin Wright","Valentina Torres"
2239,"Round_of_16","Julian Andersen","Marco Richter","Julian Andersen","Marco Richter"
2239,"Round_of_16","Mia Schneider","Noah Fischer","Noah Fischer","Mia Schneider"
2239,"Round_of_16","Kazuki Tanaka","Mateo Diaz","Kazuki Tanaka","Mateo Diaz"
2239,"Round_of_16","Juma Sow","Miguel Sansiro","Miguel Sansiro","Juma Sow"
2239,"Round_of_16","Luis Perez","Finn Leopold","Luis Perez","Finn Leopold"
2239,"Round_of_16","Youssef Camara","Sofia Kovac","Youssef Camara","Sofia Kovac"
2239,"Quarterfinal","Jackson Davis","Robin Wright","Robin Wright","Jackson Davis"
2239,"Quarterfinal","Julian Andersen","Noah Fischer","Julian Andersen","Noah Fischer"
2239,"Quarterfinal","Kazuki Tanaka","Miguel Sansiro","Kazuki Tanaka","Miguel Sansiro"
2239,"Quarterfinal","Luis Perez","Youssef Camara","Luis Perez","Youssef Camara"
2239,"Semifinal","Robin Wright","Julian Andersen","Robin Wright","Julian Andersen"
2239,"Semifinal","Kazuki Tanaka","Luis Perez","Luis Perez","Kazuki Tanaka"
2239,"Final","Robin Wright","Luis Perez","Luis Perez","Robin Wright"
2240,"Round_of_16","Aiden Tanaka","Caleb Dickson","Aiden Tanaka","Caleb Dickson"
2240,"Round_of_16","Juma Sow","Jackson Davis","Jackson Davis","Juma Sow"
2240,"Round_of_16","Robin Wright","Julian Andersen","Robin Wright","Julian Andersen"
2240,"Round_of_16","Marco Richter","Finn Leopold","Marco Richter","Finn Leopold"
2240,"Round_of_16","Valentina Torres","Kazuki Tanaka","Valentina Torres","Kazuki Tanaka"
2240,"Round_of_16","Luis Perez","Sofia Kovac","Luis Perez","Sofia Kovac"
2240,"Round_of_16","Miguel Sansiro","Youssef Camara","Miguel Sansiro","Youssef Camara"
2240,"Round_of_16","Mia Schneider","Alejandro Rodriguez","Alejandro Rodriguez","Mia Schneider"
2240,"Quarterfinal","Aiden Tanaka","Jackson Davis","Jackson Davis","Aiden Tanaka"
2240,"Quarterfinal","Robin Wright","Marco Richter","Marco Richter","Robin Wright"
2240,"Quarterfinal","Valentina Torres","Luis Perez","Valentina Torres","Luis Perez"
2240,"Quarterfinal","Miguel Sansiro","Alejandro Rodriguez","Miguel Sansiro","Alejandro Rodriguez"
2240,"Semifinal","Jackson Davis","Marco Richter","Marco Richter","Jackson Davis"
2240,"Semifinal","Valentina Torres","Miguel Sansiro","Miguel Sansiro","Valentina Torres"
2240,"Final","Marco Richter","Miguel Sansiro","Miguel Sansiro","Marco Richter"
2241,"Round_of_16","Aiden Tanaka","Caleb Dickson","Aiden Tanaka","Caleb Dickson"
2241,"Round_of_16","Robin Wright","Julian Andersen","Robin Wright","Julian Andersen"
2241,"Round_of_16","Marco Richter","Finn Leopold","Marco Richter","Finn Leopold"
2241,"Round_of_16","Valentina Torres","Sofia Kovac","Valentina Torres","Sofia Kovac"
2241,"Round_of_16","Luis Perez","Kazuki Tanaka","Kazuki Tanaka","Luis Perez"
2241,"Round_of_16","Miguel Sansiro","Samuel Flores","Miguel Sansiro","Samuel Flores"
2241,"Round_of_16","Jackson Davis","Alejandro Rodriguez","Jackson Davis","Alejandro Rodriguez"
2241,"Quarterfinal","Aiden Tanaka","Wei Zhang","Wei Zhang","Aiden Tanaka"
2241,"Quarterfinal","Robin Wright","Marco Richter","Marco Richter","Robin Wright"
2241,"Quarterfinal","Valentina Torres","Kazuki Tanaka","Kazuki Tanaka","Valentina Torres"
2241,"Quarterfinal","Miguel Sansiro","Jackson Davis","Miguel Sansiro","Jackson Davis"
